Date,SP500 Compound,SP500 Negative,SP500 Neutral,SP500 Positive,SP500 Text,Cramer Compound,Cramer Negative,Cramer Neutral,Cramer Positive,Cramer Text,Trump Compound,Trump Negative,Trump Neutral,Trump Positive,Trump Text,Dimon Compound,Dimon Negative,Dimon Neutral,Dimon Positive,Dimon Text,Blankfein Compound,Blankfein Negative,Blankfein Neutral,Blankfein Positive,Blankfein Text,Solomon Compound,Solomon Negative,Solomon Neutral,Solomon Positive,Solomon Text,Corbat Compound,Corbat Negative,Corbat Neutral,Corbat Positive,Corbat Text,Lead economists Compound,Lead economists Negative,Lead economists Neutral,Lead economists Positive,Lead economists Text,Powell Compound,Powell Negative,Powell Neutral,Powell Positive,Powell Text,FED Compound,FED Negative,FED Neutral,FED Positive,FED Text,Fink Compound,Fink Negative,Fink Neutral,Fink Positive,Fink Text
2020-04-14 00:16:32,,,,,,,,,,,-0.4939,0.151,0.783,0.066,"new york (reuters) - asian stocks were set for a modest bounce on tuesday as u.s. stock futures edged higher, although fears the coronavirus could drag on the global economy for months are likely to temper investor confidence. 
e-mini futures for the s&amp;p… [+2747 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 00:16:32,,,,,,,,,,,-0.4939,0.151,0.783,0.066,"new york (reuters) - asian stocks were set for a modest bounce on tuesday as u.s. stock futures edged higher, although fears the coronavirus could drag on the global economy for months are likely to temper investor confidence. 
e-mini futures for the s&amp;p… [+2792 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 00:05:20,,,,,,,,,,,-0.4939,0.148,0.787,0.065,"new york: asian stocks were set for a modest bounce on tuesday as u.s. stock futures edged higher, although fears the coronavirus could drag on the global economy for months are likely to temper investor confidence.
e-mini futures for the s&amp;p 500 nudged … [+2844 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 00:03:10,,,,,,,,,,,-0.4939,0.151,0.783,0.066,"new york (reuters) - asian stocks were set for a modest bounce on tuesday as u.s. stock futures edged higher, although fears the coronavirus could drag on the global economy for months are likely to temper investor confidence.
e-mini futures for the s&amp;p … [+2849 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 15:23:33,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"stocks rose tuesday as investors considered signs that states were beginning to plan for reopening parts of the economy, and braced for a choppy earnings season, as the coronavirus pandemic swept the country at the end of the first quarter.federal and state o… [+11199 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 13:33:34,,,,,,,,,,,,,,,,0.3818,0.0,0.942,0.058,"toplinebank stocks have tumbled this year as the coronavirus pandemic took its toll on nearly every aspect of american financial life, from investing and retirement savings to credit cards and mortgages. as earnings season kicks off, heres how the major banks… [+2149 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 13:30:18,,,,,,,,,,,,,,,,0.431,0.034,0.858,0.108,"getty images
getty images
key takeaways:
<ul><li>jp morgan and wells fargo kick off q1 earnings season</li><li>consumer staplesand the companies that sell themare among potential ""green shoots"" </li><li>volatility falling, but still well above average leve… [+13951 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 12:09:07,,,,,,,,,,,,,,,,0.4767,0.0,0.916,0.084,"jamie dimon, ceo of jp morgan chase, appears on cnbc's squawk box at the 2020 world economic forum in davos, switzerland on jan. 22nd, 2020.
this is a live blog. please check back for updates. 
8:25 am: roku says streaming hours nearly doubled in the first … [+2874 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-13 18:49:32,,,,,,,,,,,,,,,,0.2716,0.082,0.816,0.103,"while no sector is immune to the virus battering global economies, few arguably have as much exposure as financials. this could be especially true for some of the biggest u.s. banks as they prepare to report q1 earnings next week.more than other sectors, big … [+12569 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-13 11:00:42,,,,,,,,,,,,,,,,-0.9153,0.262,0.738,0.0,"bitcoin's price drop since friday has pushed the oldest and largest cryptocurrency back into the red for 2020.
but guess what bitcoin is still beating? big u.s. bank stocks, which are suffering as coronavirus-related business disruptions, household lockdowns… [+7896 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-11 12:00:14,,,,,,,,,,,,,,,,-0.1531,0.081,0.873,0.046,"as the coronavirus epidemic gathers steam in many parts of the u.s., equity investors appear confident its damage to the economy will be contained, but analysts warn that as large corporations provide more information about covid-19s impact on earnings in com… [+6014 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09 23:01:37,,,,,,,,,,,,,,,,0.1377,0.149,0.67,0.181,"<ul><li>u.s. stock indices just closed their best week since 1974 as investors are optimistic that the coronavirus crisis is under control.</li><li>this weeks gains might be a bear market rally, so we shouldnt celebrate too soon.</li><li>many economists predi… [+3837 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09 02:34:52,,,,,,,,,,,,,,,,-0.5267,0.082,0.918,0.0,"at one point in march, the all ordinaries (asx: xao) was 32.9% lower than the start of the year. although it has rebounded in recent weeks, it is still 22.7% lower than the start of january (at the time of writing).
the s&amp;p/asx 200 index (asx: xjo) is no… [+5220 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-08 14:58:28,,,,,,,,,,,,,,,,-0.0644,0.054,0.898,0.048,"the s&amp;p 500, dow jones industrial average and nasdaqstockmarkets all rose by more than 5% on april 6th, as investors reacted positively to slowing death rates from covid-19 in a few places. but with america expecting a surge in new cases, trading remained… [+4618 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-08 10:41:20,,,,,,,,,,,,,,,,-0.6249,0.08,0.92,0.0,"the recent rallies on the dow (^dji) and s&amp;p 500 (^gspc) have some investors wondering if the worst of the market declines amid the covid-19 pandemic are over. the dow, which rose more than 1100 points on monday, is trading around 20% above its 52-week in… [+1940 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-07 22:59:41,,,,,,,,,,,,,,,,0.1531,0.045,0.898,0.057,"(source: imgflip)
to say that we live in uncertain times right now would be an understatement.
following the first non-flu pandemic in over 100 years, stocks just had their most volatile month in history.
yet hopes of a peak in global and us covid-19 cases… [+18479 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-07 17:15:52,,,,,,,,,,,,,,,,-0.0129,0.091,0.839,0.071,investors are seeing light at the end of the tunnel after a brutal period. but is it a train? that is the question many investors are weighing as the market attempts a powerful rebound from its late-march lows on the back of signs that the spread from covid-1… [+5517 chars],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-07 13:34:00,,,,,,,,,,,,,,,,0.6808,0.0,0.889,0.111,"the dow jones industrial average jumped 800 points from the opening bell, while the s&amp;p 500 and the nasdaq composite are both gaining around three percent. stocks in europe and asia also surged earlier in the day on hopes that the rapid spread of coronavi… [+2039 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-07 11:26:00,,,,,,,,,,,,,,,,-0.5859,0.1,0.9,0.0,"the u.s. economy has been largely shut down as a result of the covid-19 pandemic, and the stock market has taken a beating. even after rebounding significantly from the march lows, the s&amp;p 500 is still down by 27% from its mid-february closing high.
one … [+4335 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-07 10:46:12,,,,,,,,,,,,,,,,-0.6124,0.114,0.886,0.0,"jpmorgan kicks off the first-quarter earnings season next tuesday. 
ahead of the release, ceo jamie dimon cautioned in his annual shareholder letter that 2020 earnings could come in be ""meaningfully"" lower due to economic weakness stemming from the coronavir… [+1874 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-07 01:40:00,,,,,,,,,,,,,,,,0.8074,0.0,0.841,0.159,"asian markets have opened with gains on tuesday morning on optimism that the coronavirus epidemic may be waning in some key epicenters. this is the first instance of markets seeing back to back days of gains in two weeks.
the dollar has retreated against maj… [+1621 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06 22:46:57,,,,,,,,,,,,,,,,0.6369,0.0,0.913,0.087,"us stock futures were volatile in after-hours trading monday following the best day for wall street in two weeks.
dow futures fell 10 points, or 0.04%. s&amp;p 500 futures were up 0.08% and nasdaq composite futures were up 0.03%.
wall street rallied monday … [+971 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06 22:31:00,,,,,,,,,,,,,,,,0.8271,0.0,0.854,0.146,"optimism over a slight slowdown in new coronavirus infections saw us stocks close near session highs on monday.
in the market's best day since 24 march, the dow finished up 7.7 per cent, or 1,627 points, the s&amp;p 500 closed 7 per cent higher, and the nasd… [+2052 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06 22:15:06,,,,,,,,,,,,,,,,-0.228,0.044,0.956,0.0,"stock futures opened slightly lower monday evening after a regular-session rebound sent the s&amp;p 500 to its highest level since march 13.
during the regular session on monday, the three major indices each rallied more than 7% as investors considered early… [+3104 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06 22:11:29,,,,,,,,,,,,,,,,-0.5719,0.126,0.8,0.074,"(bloomberg) -- asian stocks looked set to build on a u.s. rally after the reported death tolls in some of the worlds coronavirus hot spots continued to show signs of easing. the yen maintained losses and treasuries fell.
s&amp;p 500 futures dipped at the ope… [+2564 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06 21:40:39,,,,,,,,,,,,,,,,0.5719,0.073,0.748,0.179,"updated 
april 07, 2020 07:46:59
australian shares are set to extend yesterday's strong gains, following a rebound on global markets due to early signs the covid-19 death rate appears to be slowing.
asx futures had jumped by 124 points (or 2.4 per cent) by… [+2169 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06 21:18:03,,,,,,,,,,,,,,,,-0.5859,0.105,0.895,0.0,"the interview 
dybul fears focusing on american health needs alone will lead to deadly second covid-19 wave
click here to watch the interview.
 former ambassador mark dybul was u.s. global aids coordinator during the george w. bush administration and led t… [+32049 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06 20:04:55,,,,,,,,,,,,,,,,0.4404,0.0,0.923,0.077,"getty images / scott olson
<ul><li>all three major us indexes skyrocketed on monday after countries reported declines in new coronavirus deaths over the weekend, offering investors new hope for near-term containment.</li><li>the dow jones industrial average … [+4364 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06 20:00:34,,,,,,,,,,,,,,,,0.7717,0.054,0.758,0.188,"getty
topline: stocks soared on monday, rebounding after sharp losses last week, as investors celebrated early signs that the coronavirus pandemic shows signs of slowing down thanks to lockdown measures in europe and the united states, though these small suc… [+2106 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06 19:11:00,,,,,,,,,,,,,,,,0.7717,0.0,0.847,0.153,"<ul><li>the dow jones enjoyed a massive 1,200 point rally to start the week.</li><li>stock market investors jumped on some encouraging coronavirus data showing the peak may be in for new york.</li><li>unfortunately for dow bulls, wall street kingpin jamie dim… [+3774 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06 16:27:07,,,,,,,,,,,,,,,,-0.25,0.136,0.752,0.112,"<ul><li>jpmorgans ceo is warning that were headed for a stock market collapse similar to the 2008 meltdown.</li><li>as the novel coronavirus strangles the economy, we can expect a chain of bankruptcies.</li><li>one prominent investment strategist believes tha… [+2655 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06 13:47:43,,,,,,,,,,,,,,,,0.4588,0.072,0.799,0.128,"wall street surged on monday, as oil rallied and a decline in death rates in europe led to optimism that social distancing measures are having an impact.
the dow jones industrial average opened with a gain of around 800 points, while the s&amp;p 500 and nasd… [+1939 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06 13:33:24,,,,,,,,,,,,,,,,0.3182,0.073,0.81,0.117,"while death rates in italy, spain and france have slowed, cases of the coronavirus in the united ... [+] states are expected to peak this week. 
getty
(updated 9:38 a.m. et, april 6, 2020)
topline: u.s. stocks rallied on monday morning after encouraging ne… [+1539 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06 13:03:30,,,,,,,,,,,,,,,,-0.7845,0.154,0.846,0.0,"dimon expects financial stress similar to the 2008 crisis. 
associated press
topline: jpmorgan 
 jpm
 ceo jamie dimon released his highly-anticipated annual letter to shareholders this morning, detailing how the largest u.s. bank is coping with one of the… [+1397 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06 12:32:04,,,,,,,,,,,,,,,,0.0772,0.0,0.973,0.027,"u.s. equity markets soared monday morning as the spread of covid-19 cases showed signs of abating in the hardest-hit area.
the number of new cases over the weekend in new york city, the u.s.’s epicenter for the virus, rose by 30.4 percent versus last week, d… [+4198 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06 10:06:00,,,,,,,,,,,,,,,,0.2498,0.0,0.956,0.044,"the first quarter may have come to a close, but it's one investors will never forget.
the spread of the coronavirus disease 2019 (covid-19) has, thus far, led to more than 1 million confirmed cases worldwide and resulted in the deaths of approximately 53,000… [+6133 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-03 18:15:00,,,,,,,,,,,,,,,,-0.0516,0.056,0.893,0.051,"via 13d global strategy and research,
the following article was originally published in what i learned this week on march 26, 2020. to learn more about 13ds investment research, please visit their website.
corporate debt is the timebomb everyone saw ticking… [+7631 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-26 17:56:24,,,,,,,,,,,,,,,,-0.7579,0.178,0.761,0.061,"as covid-19 spreads around the world — devastating economies and pummeling markets — wall street analysts are renewing a phrase jpmorgan chief executive jamie dimon popularized during the financial crisis of 2007 to 2009. 
""to me, having a fortress balance s… [+4331 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21 16:42:00,,,,,,,,,,,,,,,,0.8074,0.029,0.794,0.177,"goldman sachs group awarded chief executive officer david solomon $27.5 million in compensation for 2019, his first full year on the job.
his pay included $2 million in salary, a $7.65 million cash bonus and $17.85 million long-term incentive, the new york-b… [+1671 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21 14:07:00,,,,,,,,,,,,,,,,-0.872,0.187,0.813,0.0,"a trader reacts during the opening bell at the new york stock exchange (nyse) on february 28, 2020 at wall street in new york city.
we are all exhausted and depressed, having experienced this week one of the worst stock market declines in modern history.
i … [+5288 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-20 00:19:52,,,,,,,,,,,,,,,,0.7717,0.0,0.845,0.155,"it is clear now that biden will be the democratic nominee for president in 2020 barring unforeseen circumstances. and the differences between biden and trump will be played up by both sides. and, yes, there are many differences between biden and trump especia… [+48449 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-19 18:30:00,,,,,,,,,,,,,,,,0.34,0.054,0.841,0.106,"by sriram ramakrishnanit was a september weekend bang in the middle of a hectic, turbulent us election season and a growing financial market turmoil. the year was 2008. as common people around the world tried to settle down to enjoy a hard-earned rest, policy… [+5226 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-18 18:44:04,,,,,,,,,,,,,,,,0.7717,0.0,0.845,0.155,"it is clear now that biden will be the democratic nominee for president in 2020 barring unforeseen circumstances. and the differences between biden and trump will be played up by both sides. and, yes, there are many differences between biden and trump especia… [+48051 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14 21:05:00,,,,,,,,,,,,,,,,-0.8834,0.204,0.796,0.0,"in this episode of motley fool money, host chris hill is joined by motley fool analysts jason moser, andy cross, and ron gross to look at the latest headlines from the wall street.
the uncertainty in markets is going to have long-term effect on some stocks. … [+37921 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-25 12:35:16,,,,,,,,,,,,,,,,,,,,,0.6808,0.064,0.76,0.176,"throughout these topsy-turvy times of scary health news, city lockdowns and daily market moves of 5% or more in both directions, theres been one comforting constant.
corporate insiders generally executives who buy shares in their own company are loving this … [+8138 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 15:36:07,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"former goldman sachs 
gs, -1.05%
boss lloyd blankfein took to twitter 
twtr, +2.13%
on sunday night to urge the government to kickstart the u.s. economy as soon as possible. 
extreme measures to flatten the virus curve is sensiblefor a timeto stretch out… [+1925 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 12:21:34,,,,,,,,,,,,,,,,,,,,,-0.3612,0.054,0.946,0.0,"update: ignore all of the below, because moments ago, with futures near limit down, the fed announced it would pursue an unprecedented open-ended qe, which helped push futures sharply higher and are now green on the session.
bonds are bid across the board...… [+24870 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 10:25:40,,,,,,,,,,,,,,,,,,,,,0.7003,0.029,0.823,0.148,"even as the us stock market continued its free-fall due to the coronavirus pandemic, the top banker at goldman sachs got a pay raise of $2 million a year, a $7.65 million cash bonus, plus stock options worth $17.85 million.
david solomon led our development … [+1344 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 10:14:09,,,,,,,,,,,,,,,,,,,,,-0.8555,0.234,0.766,0.0,"london/sydney/hong kong — financial markets around the world took another hammering on monday as a rising tide of national coronavirus lockdowns threatened to overwhelm policymakers’ frantic efforts to cushion what is likely to be a deep global recession.
eu… [+4699 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 09:39:28,,,,,,,,,,,,,,,,,,,,,-0.765,0.178,0.822,0.0,london/sydney/hong kong (reuters) - financial markets around the world took another hammering on monday as a rising tide of national coronavirus lockdowns threatened to overwhelm policymakers’ frantic efforts to cushion what is likely to be a deep global rece… [+4616 chars],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 09:30:34,,,,,,,,,,,,,,,,,,,,,-0.8555,0.234,0.766,0.0,"london/sydney/hong kong: financial markets around the world took another hammering on monday as a rising tide of national coronavirus lockdowns threatened to overwhelm policymakers' frantic efforts to cushion what is likely to be a deep global recession.
eur… [+4777 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 07:54:57,,,,,,,,,,,,,,,,,,,,,-0.7096,0.129,0.871,0.0,"the iseq index slumped again on monday, with banks and travel stocks among the worst performers, as european markets traded near seven-year lows on monday after several countries expanded measures to curtail the spread of the coronavirus pandemic.
italy bann… [+3782 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 07:54:57,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"us stocks dropped on monday despite the federal reserve unleashing its most forceful effort to date to contain the financial fallout of the coronavirus, including a pledge to buy us government bonds in unlimited amounts.
the s&amp;p 500 fell over 2 per cent … [+4999 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 07:54:57,,,,,,,,,,,,,,,,,,,,,-0.926,0.316,0.643,0.042,"asian shares sank on monday as a rising tide of national lockdowns threatened to overwhelm policymakers frantic efforts to cushion what is likely to be a deep global recession.
further deterioration in the covid-19 outbreak is severely damaging the global ec… [+4408 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 06:52:00,,,,,,,,,,,,,,,,,,,,,-0.8807,0.27,0.685,0.044,"sydney/hong kong: asian shares sank on monday as a rising tide of national lockdowns threatened to overwhelm policymakers' frantic efforts to cushion what is likely to be a deep global recession.
""further deterioration in the covid-19 outbreak is severely da… [+4328 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-20 23:22:56,,,,,,,,,,,,,,,,,,,,,0.6249,0.0,0.873,0.127,"david solomon “led our development of the firm’s three-year business plan and a clear long-term strategy that leverages our foundational advantages, enhances the firm’s long-term mindset and instills a culture of innovation,” goldman said in a federal filing … [+2547 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-10 17:09:43,,,,,,,,,,,,,,,,,,,,,,,,,,0.2023,0.0,0.959,0.041,"four star films,box office hits,indies and imports,movies a - z
four star films
top rated movies and made-for-tv films airing the week of the week of april 12 - 18, 2020ben-hur (1959) tcm sun. 9 a.m.
butch cassidy and the sundance kid (1969) encore sat. 7:… [+235995 chars]",,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09 02:21:52,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7351,0.149,0.851,0.0,"there is no doubt coronavirus has hit the asx hard – the s&amp;p/asx 200 index (asx: xjo) is down 21% since the start of the year and 26% from its february high. 
volatility has continued as the market has clawed its way back from its low on 23 march. uncert… [+7385 chars]",,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-02 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,0.5106,0.0,0.93,0.07,"editors note: morning money is a free version of politico pro financial services' morning newsletter, which is delivered to our subscribers each morning at 6 a.m. the politico pro platform combines the news you need with tools you can use to take action on th… [+12053 chars]",,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01 04:24:30,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"apple inc., formerly apple computer, inc., is an american multinational corporation headquartered in cupertino, california[2] that designs, develops, and sells consumer electronics, computer software and personal computers. its best-known hardware products ar… [+97623 chars]",,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30 18:16:13,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7184,0.157,0.774,0.069,"as a global health crisis raged outside, and markets convulsed and quaked with historically intense volatility, some of wall street's largest trading floors have been uncharacteristically quiet.  
at one of new york's top banks, a trading floor that usually … [+10258 chars]",,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 10:25:40,,,,,,,,,,,,,,,,,,,,,,,,,,0.7003,0.029,0.823,0.148,"even as the us stock market continued its free-fall due to the coronavirus pandemic, the top banker at goldman sachs got a pay raise of $2 million a year, a $7.65 million cash bonus, plus stock options worth $17.85 million.
david solomon led our development … [+1344 chars]",,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21 16:42:00,,,,,,,,,,,,,,,,,,,,,,,,,,0.8074,0.029,0.794,0.177,"goldman sachs group awarded chief executive officer david solomon $27.5 million in compensation for 2019, his first full year on the job.
his pay included $2 million in salary, a $7.65 million cash bonus and $17.85 million long-term incentive, the new york-b… [+1671 chars]",,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-20 23:22:56,,,,,,,,,,,,,,,,,,,,,,,,,,0.6249,0.0,0.873,0.127,"david solomon “led our development of the firm’s three-year business plan and a clear long-term strategy that leverages our foundational advantages, enhances the firm’s long-term mindset and instills a culture of innovation,” goldman said in a federal filing … [+2547 chars]",,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-04 14:34:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3182,0.0,0.949,0.051,"a man cleans up on the trading floor, following traders testing positive for coronavirus disease (covid-19), at the new york stock exchange (nyse) in new york, u.s., march 19, 2020.
the coronavirus pandemic has roiled capital markets, but it has also led to … [+6010 chars]",,,,,,,,,,,,,,,,,,,,
2020-03-17 10:44:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0772,0.055,0.862,0.082,"the covid-19 crash has engulfed the big financials, including wells fargo (wfc).
one way to note the severity of the decline is that while wells normally yields less than its preferred issues, it now pays considerably more: 7.7% on a forward basis.
wfc has … [+5009 chars]",,,,,,,,,,,,,,,,,,,,
2020-04-14 11:04:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4404,0.0,0.934,0.066,"global stocks jumped and us equity futures traded just around 2,800 on tuesday after chinese trade data came in better than expected and some countries tried to restart their economy by partly lifting restrictions aimed at containing the coronavirus outbreak.… [+32771 chars]",,,,,,,,,,,,,,,
2020-04-13 20:32:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.802,0.053,0.733,0.213,"<ul><li>us stocks slid on monday in their first day of trading after the s&amp;p 500 completed its best weekly gain since 1974.</li><li>investors mulled heightened uncertainty heading into earnings season.</li><li>jpmorgan, wells fargo, and johnson &amp; john… [+5158 chars]",,,,,,,,,,,,,,,
2020-04-13 15:50:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6369,0.0,0.896,0.104,"in the spring of 1944, as the allies secretly prepared to invade france, a midwestern factory with the pleasant name of willow run produced one b-24 heavy bomber every hour. an astonishing feat, even now. every day, 125 miles of copper wire and 8.6 million ri… [+24131 chars]",,,,,,,,,,,,,,,
2020-04-13 13:28:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2617,0.119,0.8,0.081,"for fans of american football, it is unfortunately a familiar sight. it is getting late in the ballgame. your team needs a touchdown to win. the good guys have the ball, but their drive has stalled out, and it is now ""4th and short"". the offense just needs a … [+6052 chars]",,,,,,,,,,,,,,,
2020-04-13 01:14:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8126,0.0,0.833,0.167,"new york: wall street closed out its best week in 45 years on thursday after the federal reserve launched its latest titanic effort to support the economy through the coronavirus outbreak.
the central bank announced programs to provide up to $2.3 trillion in… [+5597 chars]",,,,,,,,,,,,,,,
2020-04-12 11:34:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6369,0.16,0.754,0.086,"sitting at the dinner table, our 11-year old son inquired: ""if a big meteor was about to hit the earth, how much money would the fed print?"" i complimented his sense of humor. yet it was a sad testament to the historic monetary fiasco that will haunt his gene… [+75074 chars]",,,,,,,,,,,,,,,
2020-04-12 06:12:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9054,0.224,0.723,0.053,"the economic calendar includes several important releases, but few reflect the covid19 effects. everyone knows the economic news is dismal. just how dismal does not seem to matter.
investors want to know whether we have seen the bottom in stock prices. they … [+23746 chars]",,,,,,,,,,,,,,,
2020-04-11 12:00:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1531,0.081,0.873,0.046,"as the coronavirus epidemic gathers steam in many parts of the u.s., equity investors appear confident its damage to the economy will be contained, but analysts warn that as large corporations provide more information about covid-19s impact on earnings in com… [+6014 chars]",,,,,,,,,,,,,,,
2020-04-11 11:54:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2732,0.041,0.897,0.062,"introduction
just as the bears were starting to enjoy their day in the sun, the bulls came roaring back, as the s&amp;p 500 has surged 25% from its low three weeks ago. the rally started out as a bounce from a deeply oversold technical condition for the mark… [+16925 chars]",,,,,,,,,,,,,,,
2020-04-11 00:58:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8126,0.0,0.833,0.167,"new york: wall street closed out its best week in 45 years on thursday after the federal reserve launched its latest titanic effort to support the economy through the coronavirus outbreak.
the central bank announced programs to provide up to $2.3 trillion in… [+5597 chars]",,,,,,,,,,,,,,,
