,Biden Compound,Biden Negative,Biden Neutral,Biden Positive,Biden Text,Blankfein Compound,Blankfein Negative,Blankfein Neutral,Blankfein Positive,Blankfein Text,Cramer Compound,Cramer Negative,Cramer Neutral,Cramer Positive,Cramer Text,Date,Dimon Compound,Dimon Negative,Dimon Neutral,Dimon Positive,Dimon Text,FED Compound,FED Negative,FED Neutral,FED Positive,FED Text,Fink Compound,Fink Negative,Fink Neutral,Fink Positive,Fink Text,Lead economists Compound,Lead economists Negative,Lead economists Neutral,Lead economists Positive,Lead economists Text,Powell Compound,Powell Negative,Powell Neutral,Powell Positive,Powell Text,SP500 Compound,SP500 Negative,SP500 Neutral,SP500 Positive,SP500 Text,Solomon Compound,Solomon Negative,Solomon Neutral,Solomon Positive,Solomon Text,buffett Compound,buffett Negative,buffett Neutral,buffett Positive,buffett Text
10,,,,,,,,,,,,,,,,2021-03-20 15:30:03,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5859,0.149,0.796,0.055,"it has been about a month since the last earnings report for covanta (cva). shares have lost about 1.7% in that time frame, underperforming the s&amp;p 500.
will the recent negative trend continue l… [+2750 chars]",,,,,,,,,,
11,,,,,,,,,,,,,,,,2021-03-20 15:30:03,,,,,,,,,,,,,,,,,,,,,,,,,,0.7003,0.0,0.851,0.149,"it has been about a month since the last earnings report for newmont corporation (nem). shares have added about 8% in that time frame, outperforming the s&amp;p 500.
will the recent positive trend c… [+4102 chars]",,,,,,,,,,
12,,,,,,,,,,,,,,,,2021-03-20 15:30:03,,,,,,,,,,,,,,,,,,,,,,,,,,0.7003,0.0,0.851,0.149,"it has been about a month since the last earnings report for targa resources, inc. (trgp). shares have added about 9.8% in that time frame, outperforming the s&amp;p 500.
will the recent positive tr… [+3717 chars]",,,,,,,,,,
13,,,,,,,,,,,,,,,,2021-03-20 15:30:03,,,,,,,,,,,,,,,,,,,,,,,,,,0.7003,0.0,0.851,0.149,"a month has gone by since the last earnings report for site centers corp. (sitc). shares have added about 6.8% in that time frame, outperforming the s&amp;p 500.
will the recent positive trend conti… [+4125 chars]",,,,,,,,,,
14,,,,,,,,,,,,,,,,2021-03-20 15:30:03,,,,,,,,,,,,,,,,,,,,,,,,,,0.7003,0.0,0.851,0.149,"it has been about a month since the last earnings report for barrick gold (gold). shares have added about 3.2% in that time frame, outperforming the s&amp;p 500.
will the recent positive trend conti… [+3431 chars]",,,,,,,,,,
15,,,,,,,,,,,,,,,,2021-03-20 15:30:03,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5859,0.149,0.796,0.055,"a month has gone by since the last earnings report for opko health (opk). shares have lost about 9.5% in that time frame, underperforming the s&amp;p 500.
will the recent negative trend continue lea… [+3827 chars]",,,,,,,,,,
16,,,,,,,,,,,,,,,,2021-03-20 15:30:03,,,,,,,,,,,,,,,,,,,,,,,,,,0.7845,0.0,0.802,0.198,"a month has gone by since the last earnings report for alliant energy (lnt). shares have added about 6.5% in that time frame, outperforming the s&amp;p 500.
will the recent positive trend continue l… [+2851 chars]",,,,,,,,,,
17,,,,,,,,,,,,,,,,2021-03-20 15:30:03,,,,,,,,,,,,,,,,,,,,,,,,,,0.7003,0.0,0.847,0.153,"a month has gone by since the last earnings report for cincinnati bell (cbb). shares have added about 0.9% in that time frame, outperforming the s&amp;p 500.
will the recent positive trend continue … [+4496 chars]",,,,,,,,,,
18,,,,,,,,,,,,,,,,2021-03-20 15:30:03,,,,,,,,,,,,,,,,,,,,,,,,,,0.7003,0.0,0.847,0.153,"it has been about a month since the last earnings report for century aluminum (cenx). shares have added about 31.9% in that time frame, outperforming the s&amp;p 500.
will the recent positive trend … [+2339 chars]",,,,,,,,,,
19,,,,,,,,,,,,,,,,2021-03-20 15:30:03,,,,,,,,,,,,,,,,,,,,,,,,,,0.7003,0.0,0.851,0.149,"it has been about a month since the last earnings report for idacorp (ida). shares have added about 13.3% in that time frame, outperforming the s&amp;p 500.
will the recent positive trend continue l… [+2101 chars]",,,,,,,,,,
20,,,,,,,,,,,,,,,,2021-03-20 15:30:03,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5859,0.153,0.791,0.056,"a month has gone by since the last earnings report for keysight (keys). shares have lost about 9% in that time frame, underperforming the s&amp;p 500.
will the recent negative trend continue leading… [+7180 chars]",,,,,,,,,,
21,,,,,,,,,,,,,,,,2021-03-20 15:30:03,,,,,,,,,,,,,,,,,,,,,,,,,,0.7003,0.0,0.847,0.153,"it has been about a month since the last earnings report for applied materials (amat). shares have added about 1.3% in that time frame, outperforming the s&amp;p 500.
will the recent positive trend … [+5150 chars]",,,,,,,,,,
22,,,,,,,,,,,,,,,,2021-03-20 15:30:03,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5859,0.153,0.791,0.056,"a month has gone by since the last earnings report for integra lifesciences (iart). shares have lost about 3% in that time frame, underperforming the s&amp;p 500.
will the recent negative trend cont… [+6423 chars]",,,,,,,,,,
23,,,,,,,,,,,,,,,,2021-03-20 15:30:03,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5859,0.149,0.796,0.055,"it has been about a month since the last earnings report for southern co. (so). shares have lost about 0.3% in that time frame, underperforming the s&amp;p 500.
will the recent negative trend contin… [+3257 chars]",,,,,,,,,,
24,,,,,,,,,,,,,,,,2021-03-20 15:30:03,,,,,,,,,,,,,,,,,,,,,,,,,,0.7003,0.0,0.847,0.153,"it has been about a month since the last earnings report for interdigital (idcc). shares have added about 0.8% in that time frame, outperforming the s&amp;p 500.
will the recent positive trend conti… [+4155 chars]",,,,,,,,,,
25,,,,,,,,,,,,,,,,2021-03-20 15:30:03,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5859,0.153,0.791,0.056,"a month has gone by since the last earnings report for copart, inc. (cprt). shares have lost about 10.3% in that time frame, underperforming the s&amp;p 500.
will the recent negative trend continue … [+2785 chars]",,,,,,,,,,
26,,,,,,,,,,,,,,,,2021-03-20 15:30:03,,,,,,,,,,,,,,,,,,,,,,,,,,0.7003,0.0,0.847,0.153,"a month has gone by since the last earnings report for consolidated edison (ed). shares have added about 3.3% in that time frame, outperforming the s&amp;p 500.
will the recent positive trend contin… [+4006 chars]",,,,,,,,,,
27,,,,,,,,,,,,,,,,2021-03-20 15:30:03,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5859,0.153,0.791,0.056,"a month has gone by since the last earnings report for jakks pacific (jakk). shares have lost about 13.7% in that time frame, underperforming the s&amp;p 500.
will the recent negative trend continue… [+3772 chars]",,,,,,,,,,
28,,,,,,,,,,,,,,,,2021-03-20 15:30:03,,,,,,,,,,,,,,,,,,,,,,,,,,0.7003,0.0,0.851,0.149,"a month has gone by since the last earnings report for reliance steel (rs). shares have added about 17.2% in that time frame, outperforming the s&amp;p 500.
will the recent positive trend continue l… [+4267 chars]",,,,,,,,,,
29,,,,,,,,,,,,,,,,2021-03-20 15:30:03,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5859,0.149,0.796,0.055,"a month has gone by since the last earnings report for avanos medical (avns). shares have lost about 1% in that time frame, underperforming the s&amp;p 500.
will the recent negative trend continue l… [+3320 chars]",,,,,,,,,,
30,,,,,,,,,,,,,,,,2021-03-20 15:30:03,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5859,0.153,0.791,0.056,"a month has gone by since the last earnings report for walmart (wmt). shares have lost about 4.3% in that time frame, underperforming the s&amp;p 500.
will the recent negative trend continue leading… [+8050 chars]",,,,,,,,,,
31,,,,,,,,,,,,,,,,2021-03-20 15:30:03,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5859,0.153,0.791,0.056,"a month has gone by since the last earnings report for roku (roku). shares have lost about 23.3% in that time frame, underperforming the s&amp;p 500.
will the recent negative trend continue leading … [+6044 chars]",,,,,,,,,,
32,,,,,,,,,,,,,,,,2021-03-20 15:30:03,,,,,,,,,,,,,,,,,,,,,,,,,,0.7003,0.0,0.851,0.149,"it has been about a month since the last earnings report for epam (epam). shares have added about 0.3% in that time frame, outperforming the s&amp;p 500.
will the recent positive trend continue lead… [+4513 chars]",,,,,,,,,,
33,,,,,,,,,,,,,,,,2021-03-20 15:30:03,,,,,,,,,,,,,,,,,,,,,,,,,,0.296,0.0,0.939,0.061,"it has been about a month since the last earnings report for telephone &amp; data systems (tds). shares have added about 12.1% in that time frame, outperforming the s&amp;p 500.
will the recent posi… [+4364 chars]",,,,,,,,,,
34,,,,,,,,,,,,,,,,2021-03-20 15:30:03,,,,,,,,,,,,,,,,,,,,,,,,,,0.7003,0.0,0.851,0.149,"it has been about a month since the last earnings report for amn healthcare services (amn). shares have added about 2.5% in that time frame, outperforming the s&amp;p 500.
will the recent positive t… [+4013 chars]",,,,,,,,,,
35,,,,,,,,,,,,,,,,2021-03-20 15:30:03,,,,,,,,,,,,,,,,,,,,,,,,,,0.7003,0.0,0.847,0.153,"a month has gone by since the last earnings report for colfax (cfx). shares have added about 10.6% in that time frame, outperforming the s&amp;p 500.
will the recent positive trend continue leading … [+5347 chars]",,,,,,,,,,
36,,,,,,,,,,,,,,,,2021-03-20 15:30:03,,,,,,,,,,,,,,,,,,,,,,,,,,0.7003,0.0,0.851,0.149,"a month has gone by since the last earnings report for host hotels (hst). shares have added about 11.2% in that time frame, outperforming the s&amp;p 500.
will the recent positive trend continue lea… [+4113 chars]",,,,,,,,,,
37,,,,,,,,,,,,,,,,2021-03-20 15:30:03,,,,,,,,,,,,,,,,,,,,,,,,,,0.7003,0.0,0.851,0.149,"it has been about a month since the last earnings report for ameren (aee). shares have added about 6.4% in that time frame, outperforming the s&amp;p 500.
will the recent positive trend continue lea… [+4443 chars]",,,,,,,,,,
38,,,,,,,,,,,,,,,,2021-03-20 15:29:00,,,,,,,,,,,,,,,,,,,,,,,,,,-0.128,0.048,0.952,0.0,"investors have modest expectations heading into general mills' (nyse:gis) earnings report on march 24. while the breakfast and snack food specialist has seen surging demand throughout the pandemic, t… [+3196 chars]",,,,,,,,,,
39,,,,,,,,,,,,,,,,2021-03-20 14:54:25,,,,,,,,,,,,,,,,,,,,,,,,,,0.5719,0.0,0.896,0.104,"photo by phonlamaiphoto/istock via getty images
there is a lot to celebrate in the real economy right now. president biden signed the $1.9 trillion stimulus package, and the majority of american hou… [+6940 chars]",,,,,,,,,,
40,,,,,,,,,,,,,,,,2021-03-20 14:54:24,,,,,,,,,,,,,,,,,,,,,,,,,,0.296,0.0,0.942,0.058,"wood expects tesla to hit $3,000 a share in 2025. that means wood expects to earn about 50% a year on average between now and 2025 based on teslas (ticker: tsla) friday closing price of $654.87 a sha… [+2540 chars]",,,,,,,,,,
41,,,,,,,,,,,,,,,,2021-03-20 14:46:20,,,,,,,,,,,,,,,,,,,,,,,,,,0.6369,0.0,0.86,0.14,"the ""fearless girl"" statue faces wall street's charging bull statue in new york (ap photo/mark ... [+] lennihan)
associated press
im sure youre familiar with the term spac - its everywhere. in 2020… [+5758 chars]",,,,,,,,,,
42,,,,,,,,,,,,,,,,2021-03-20 14:12:11,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"numbers written with cistercian numerals. from left to right: 1 in units place, 2 in tens place (20), 3 in hundreds place (300), 4 in thousands place (4,000), then compound numbers 5,555, 6,789, 9,39… [+8558 chars]",,,,,,,,,,
43,,,,,,,,,,,,,,,,2021-03-20 14:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,0.4404,0.054,0.805,0.141,"the energy sector is on fire this year. the energy select sector spdr etf, an exchange-traded fund (etf) that tracks 23 energy stocks in the s&amp;p 500 index, is up more than 35% so far in 2021. tha… [+5456 chars]",,,,,,,,,,
44,,,,,,,,,,,,,,,,2021-03-20 13:53:06,,,,,,,,,,,,,,,,,,,,,,,,,,0.4939,0.0,0.881,0.119,"a little over two years ago, i first shared my list of ""recommended funds"" for my online readers. prior to that time, i presented a quarterly model portfolio showing quite a few stock and bond funds … [+13019 chars]",,,,,,,,,,
45,,,,,,,,,,,,,,,,2021-03-20 13:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"photo by avosb/istock via getty images
co-produced with beyond saving
 as income investors, our primary goal is to invest in companies that can provide us first with a reliable income today, and se… [+9429 chars]",,,,,,,,,,
46,,,,,,,,,,,,,,,,2021-03-20 13:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,0.8456,0.0,0.765,0.235,"the year 2020 turned out to be quite impressive for most stock investors, especially so for passive investors. if you were fully invested simply in the s&amp;p 500, well, you did quite well. the firs… [+14592 chars]",,,,,,,,,,
47,,,,,,,,,,,,,,,,2021-03-20 13:22:57,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"the s&amp;p 500 has come roaring back from the depths of its covid-19 induced selloff, but the index faces new headwinds as the u.s. economic recovery kicks into a higher gear.
the benchmark index h… [+5113 chars]",,,,,,,,,,
48,,,,,,,,,,,,,,,,2021-03-20 13:21:46,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4588,0.081,0.919,0.0,"blackrock ceo larry fink at a conference in new york in 2017(lucas jackson/reuters)
the week of march 15: esgs new clothes, tax troubles ahead, inflation ahead (or not) and much, much more.on the wh… [+45822 chars]",,,,,,,,,,
49,,,,,,,,,,,,,,,,2021-03-20 13:21:46,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5106,0.178,0.777,0.045,"on the whole, i would rather live in a society was run by cynics than by saintscynics tend to be less intrusive. however, when cynics pretend to be saints, they are playing a dangerous game, as many … [+45103 chars]",,,,,,,,,,
0,,,,,,,,,,,0.0,0.0,1.0,0.0,"listen on the go! a daily podcast of wall street breakfast's alpha talks will be available this morning on seeking alpha, itunes, stitcher and spotify.


 
 
 

 

 
more wall street breakfast pod… [+13025 chars]",2021-03-20 13:10:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,-0.4019,0.072,0.928,0.0,"on the one-year anniversary tuesday of the s&amp;p 500's one-day 12% crash, cnbc's jim cramer said that ""betting on the end of the world is a sucker's game."" what happened: the s&amp;p 500 index suff… [+1448 chars]",2021-03-19 14:10:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,-0.4389,0.078,0.922,0.0,"listen on the go! a daily podcast of wall street breakfast will be available by 8:00 a.m. on seeking alpha, itunes, stitcher and spotify.
in search of stability
another day, another yield battle. t… [+11125 chars]",2021-03-19 11:06:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,-0.2023,0.068,0.885,0.047,"<ul><li>another day, another yield battle. the bond market went on a wild ride over the last 24 hours, with the 10-year treasury yield shooting up 11 bps to a 14-month high of 1.75%, before ending th… [+1684 chars]",2021-03-19 09:30:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,0.2263,0.077,0.823,0.099,"here's what jim cramer had to say about some of the stocks that callers offered up during the mad money lightning round thursday evening:
okta  (okta) - get report: ""when great tech stocks are down … [+2121 chars]",2021-03-19 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,0.4588,0.0,0.886,0.114,"the s&amp;p 500 and nasdaq fell thursday as shares of technology companies and other high-growth stocks succumbed to another selloff as treasury yields rise to the highest levels since january 2020.… [+2003 chars]",2021-03-18 18:19:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,0.1027,0.058,0.847,0.095,"here are five things you must know for thursday, march 18:
1. -- nasdaq futures tumble as treasury yields climb
stock futures traded mostly lower thursday and nasdaq futures slumped as treasury yie… [+5925 chars]",2021-03-18 05:08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,-0.4215,0.078,0.922,0.0,the federal reserve triggered an afternoon rally in the stock market wednesday after officials looked past inflation fears and kept rates unchanged. cnbc's jim cramer said it was exactly the right ca… [+2014 chars],2021-03-17 23:20:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,-0.2732,0.054,0.946,0.0,"here's what jim cramer had to say about some of the stocks that callers offered up during the ""mad money lightning round"" tuesday evening:
mp materials mp: ""this stock has had a big move up, but i s… [+1752 chars]",2021-03-17 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,0.0516,0.031,0.932,0.037,"here are five things you must know for wednesday, march 17:
1. -- stock futures fall as wall street awaits the fed
stock futures fell modestly as investors awaited the federal reserve's assessment … [+5469 chars]",2021-03-17 05:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,-0.872,0.248,0.752,0.0,"a year ago tuesday the s&amp;p 500 suffered its worst single-day decline in more than three decades in the midst of a severe weeks-long decline triggered by the global coronavirus pandemic.
stocks h… [+1238 chars]",2021-03-17 00:10:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,0.6908,0.0,0.84,0.16,"high-end retail stocks have made strong gains in recent months, and recent trading activity could be signaling more upside on the horizon, cnbc's jim cramer said tuesday.
""the non-essential high-end… [+2570 chars]",2021-03-16 22:54:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,0.7717,0.0,0.831,0.169,"cnbc's jim cramer said tuesday he believes it's a favorable environment for investors to put money to work in the u.s. stock market.
positive economic signs are abound, cramer said on ""squawk on the… [+2245 chars]",2021-03-16 14:50:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,0.8225,0.071,0.689,0.24,"the nasdaq is rising tuesday as optimism about a recovery in the u.s. is increasing as vaccine distribution reports have been positive.
in the last episode of mad money, jim cramer celebrated 16 yea… [+2060 chars]",2021-03-16 09:58:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,0.7096,0.0,0.852,0.148,"here are five things you must know for tuesday, march 16:
1. -- stock futures are mixed after s&amp;p 500's fifth day of gains
stock futures traded mixed tuesday after optimism over a u.s. recovery… [+5279 chars]",2021-03-16 05:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,0.0,0.0,1.0,0.0,"with millions of americans set to receive another round of stimulus checks from the federal government, cnbc's jim cramer on monday advised investors on how to put that money to use in the stock mark… [+1983 chars]",2021-03-15 23:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,0.6908,0.0,0.827,0.173,"stock futures rose monday and treasury yields came off one-year highs following the passage of the $1.9 trillion relief package for the u.s. economy.
here are some of the top movers during premarket… [+1772 chars]",2021-03-15 08:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,0.7096,0.0,0.883,0.117,"stocks were rising this past week as the dow and s&amp;p 500 closed friday at record highs but some stocks in the past week didn't end the week positive.
jim cramer penned a letter sunday evening to… [+3678 chars]",2021-03-15 08:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,0.0,0.0,1.0,0.0,"the cannabis sector was roaring higher this past week as several cannabis stocks surged as the dow and s&amp;p 500 close friday are record highs.
jim cramer penned a letter sunday evening to his cri… [+4716 chars]",2021-03-15 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,0.6249,0.0,0.87,0.13,"here are five things you must know for monday, march 15:
1. -- stock futures rise as confidence grows in economy's recovery 
stock futures rose monday and treasury yields came off one-year highs fo… [+5316 chars]",2021-03-15 05:13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,0.3182,0.072,0.797,0.131,"here are five things you must know for thursday, march 11:
1. -- stock futures rise as inflation worries ease
stock futures rose thursday as a weaker-than-expected report on u.s. inflation calmed w… [+5918 chars]",2021-03-11 05:07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,0.0,0.0,1.0,0.0,"stocks are moving higher wednesday following tuesday's tech-lead rally on wall street and a soft february u.s. inflation reading.
a softer-than-expected reading for core february inflation has bond … [+1640 chars]",2021-03-10 14:29:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,0.0,0.0,1.0,0.0,the tech-heavy nasdaq was rising tuesday and semiconductor stocks continued to march higher as the dow jones is up over 200 points and the s&amp;p 500 was up over 70 points. the nasdaq bounced back f… [+3173 chars],2021-03-09 16:44:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,-0.1027,0.063,0.886,0.051,"stocks were up monday and tech stocks turned higher, shrugging off a rise in treasury bond yields.
equities had been lower in premarket trading prior to a report from cnbc that appaloosa management’… [+2544 chars]",2021-03-08 16:06:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,0.0,0.0,1.0,0.0,"general electric (ge) has been hot of late, to say the least... in a volatile environment at that. bear in mind that ge is in the news this morning, and that the firm's investor day is this wednesday… [+5572 chars]",2021-03-08 11:08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,0.0,0.0,1.0,0.0,"here are five things you must know for monday, march 8:
1. -- nasdaq futures fall sharply, oil prices steady
stock futures fell monday with nasdaq futures sinking sharply as investors continue to q… [+5076 chars]",2021-03-08 05:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,-0.0258,0.075,0.853,0.072,"cnbc's jim cramer said the jobs report from the labor department friday satisfied markets, at least for the interim.
the u.s. economy added 379,000 jobs last month and the unemployment rate inched d… [+5030 chars]",2021-03-06 00:14:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,0.0,0.0,1.0,0.0,"stocks saw a major reversal on friday.
after selling off, the dow, s&amp;p 500 and nasdaq all rebounded in the afternoon session as investors digested a better-than-expected jobs report.
nonfarm pa… [+4489 chars]",2021-03-05 21:16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,-0.0258,0.03,0.97,0.0,"here are five things you must know for friday, march 5:
1. -- stock futures slip ahead of jobs report
stock futures declined friday as investors awaited the monthly u.s. jobs report in a week that … [+5656 chars]",2021-03-05 10:15:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,-0.5302,0.115,0.885,0.0,"here's what jim cramer had to say about some of the stocks that callers offered up during the ""mad money lightning round"" thursday evening:
equinix  (eqix) - get report: ""people don't want to own re… [+1655 chars]",2021-03-05 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,-0.8074,0.173,0.827,0.0,"in the face of a brutal market sell-off that has knocked u.s. stock averages of their highs, cnbc's jim cramer on thursday said the market must run through the grief cycle before investors may spot t… [+3095 chars]",2021-03-05 00:10:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,0.2732,0.0,0.94,0.06,"in this episode of industry focus: energy, host nick sciple is joined by motley fool's anand chokkavelu and jason hall to discuss the role that gold, bitcoin, and other so-called ""alternative"" assets… [+34010 chars]",2021-03-04 19:21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
